loading annotations into memory...
Done (t=0.98s)
(2, 'shipyard')
(2, 'ships,')
(2, 'shingles')
(2, 'shimmering')
(2, 'shield,')
(2, 'sherman')
(2, 'sheriffs')
(2, 'shepherds')
(2, 'shep')
(2, 'sheltering')
(2, 'shelfing')
(2, "sheila's")
(2, 'sheffield')
(2, 'sheet,')
(2, 'sheepherder')
(2, 'sheath')
(2, 'shearer')
(2, 'sharpens')
(2, 'sharpen')
(2, 'shanks')
(2, 'shamrocks')
(2, 'shaft')
(2, 'shady,')
(2, 'shad')
(2, 'seymour')
(2, 'severely')
(2, 'seventies')
(2, 'setter')
(2, 'serengeti')
(2, 'sequined')
(2, 'sephia')
(2, 'sent')
(2, 'semis')
(2, 'semicircular')
(2, 'semi-cluttered')
(2, 'selves')
(2, 'selects')
(2, 'selector')
(2, 'sekonda')
(2, 'segmented')
(2, 'seep')
(2, 'seemed')
(2, 'seeds,')
(2, 'seductive')
(2, 'sedroc')
(2, 'secures')
(2, 'securely')
(2, 'sector')
(2, 'secretary')
(2, 'secret')
(2, 'secondary')
(2, 'second,')
(2, 'seating,')
(2, 'seated,')
(2, 'seatbelt')
(2, 'seatback')
(2, 'seasoned,')
(2, 'seasonal')
(2, 'sears')
(2, 'seals')
(2, 'seagulls,')
(2, 'seagul')
(2, 'seafoam')
(2, 'sea,')
(2, 'se1')
(2, 'scuplture')
(2, 'sculture')
(2, 'sculpture,')
(2, 'sculptural')
(2, 'scudded')
(2, 'scrubland')
(2, 'scrawny')
(2, 'scratcher')
(2, 'scrapping')
(2, 'scrapbook')
(2, 'scrambling')
(2, 'scrabble')
(2, 'scorpion')
(2, 'scopes')
(2, 'scope')
(2, 'scooters,')
(2, 'scooter,')
(2, 'scone')
(2, 'sconce')
(2, 'schoolgirls')
(2, 'schoolgirl')
(2, "school's")
(2, 'school"')
(2, 'schnauzer')
(2, 'scent')
(2, 'scatters')
(2, 'scarves,')
(2, 'scarred')
(2, 'scaring')
(2, 'scalpel')
(2, 'scales')
(2, 'scale,')
(2, 'sawdust')
(2, 'saving')
(2, 'savanah')
(2, 'saute')
(2, 'sauna')
(2, 'sauces,')
(2, 'saturated')
(2, 'saran')
(2, 'santas')
(2, 'sanitizer,')
(2, 'sanitation')
(2, 'sandy,')
(2, 'sandwitches')
(2, 'sandiwch')
(2, 'sandich')
(2, 'sanders')
(2, 'sandbags')
(2, 'sandals,')
(2, 'samsonite')
(2, 'salvador')
(2, 'salt,')
(2, 'salas')
(2, 'salami,')
(2, 'salads,')
(2, 'sailers')
(2, 'sailed')
(2, 'sailboarder')
(2, 'sadness')
(2, 'saddles,')
(2, 'saddlebag')
(2, 'sacramento')
(2, 'sac')
(2, 'rvs')
(2, 'rusts')
(2, 'rustling')
(2, 'rusting,')
(2, 'rustic,')
(2, 'rusted,')
(2, 'rupert')
(2, 'runnig')
(2, 'rummages')
(2, 'rumble')
(2, 'ruin')
(2, 'rude')
(2, 'rubiks')
(2, 'rubbed')
(2, 'royalty')
(2, 'roxy')
(2, 'rounded,')
(2, 'rough,')
(2, 'rotors')
(2, 'rosy')
(2, 'rosters')
(2, 'rosemary')
(2, 'roost')
(2, 'roomy')
(2, 'roommate')
(2, 'room/')
(2, 'rood')
(2, 'romping')
(2, 'romaine')
(2, 'rollerblades')
(2, 'roll-top')
(2, 'roger')
(2, 'rockwell"')
(2, 'rocks"')
(2, 'rocked')
(2, 'rock-like')
(2, 'robotics')
(2, 'robinson')
(2, 'robes,')
(2, 'roaster')
(2, 'roadway,')
(2, 'roadsign')
(2, "road'")
(2, 'riving')
(2, 'riveting')
(2, 'ripples')
(2, 'ripping')
(2, 'rip')
(2, 'rio')
(2, 'rinsing')
(2, 'rinsed')
(2, 'rinds')
(2, 'rin')
(2, 'rights')
(2, 'righteous')
(2, 'right-handed')
(2, 'rigging')
(2, 'rigatoni')
(2, 'rifles')
(2, 'ries')
(2, 'rids')
(2, 'rickshaws')
(2, 'rican')
(2, 'rica')
(2, 'ribbed')
(2, 'rhinoceroses')
(2, 'revolving')
(2, 'reviewing')
(2, 'reuben')
(2, 'retracted')
(2, 'retain')
(2, 'resume')
(2, 'result')
(2, "restroom's")
(2, 'restricting')
(2, 'resting,')
(2, 'restaurnat')
(2, 'restaurant;')
(2, 'respectively')
(2, 'resolution')
(2, 'resistance')
(2, 'residue')
(2, 'resident')
(2, 'reserved')
(2, 'reserve')
(2, 'research')
(2, 'res')
(2, 'requesting')
(2, 'reproduction')
(2, 'represented')
(2, 'representatives')
(2, 'representative')
(2, 'report')
(2, 'repellent')
(2, 'renting')
(2, 'renovated,')
(2, 'rendition')
(2, 'rendered')
(2, 'removal')
(2, 'remot')
(2, 'remembrance')
(2, 'relishing')
(2, 'rein')
(2, 'regulation')
(2, 'regua')
(2, 'registration')
(2, 'regions')
(2, 'regio')
(2, 'refuge')
(2, 'refueled')
(2, 'refrigerators,')
(2, "refrigerator's")
(2, 'refridgerators')
(2, 'reflector')
(2, 'refilling')
(2, 'referees')
(2, 'reenactment')
(2, 'reel')
(2, 'reefs')
(2, 'reed')
(2, 'redecorated')
(2, 'red-striped')
(2, 'red"')
(2, 'recycled')
(2, 'recovers')
(2, 'recover')
(2, 'recoiling')
(2, 'recognizing')
(2, 'recognize')
(2, 'recliners')
(2, 'recline')
(2, 'reckless')
(2, 'receptacle')
(2, 'recent')
(2, 'receding')
(2, 'real,')
(2, 'reagan')
(2, 'ready,')
(2, 'readings')
(2, 're-purposed')
(2, 're-enactors')
(2, 're-done')
(2, 'rc')
(2, 'ravine')
(2, 'raspberry,')
(2, 'raquets')
(2, 'raptor')
(2, 'raps')
(2, 'ramshackle')
(2, 'ramped')
(2, 'raking')
(2, 'raise')
(2, 'rainy,')
(2, 'rainstorm')
(2, 'raindrops')
(2, 'rain-streaked')
(2, 'railyard')
(2, 'railroads')
(2, 'raid')
(2, 'ragged')
(2, 'radioactive')
(2, 'radical')
(2, 'racy')
(2, 'racqet')
(2, 'racketts')
(2, 'racism')
(2, 'rachael')
(2, 'rabbi')
(2, 'r2d2')
(2, 'quotes')
(2, 'quizzical')
(2, 'quincy')
(2, 'quilts')
(2, 'questions')
(2, 'queens')
(2, 'queen-sized')
(2, 'quarters,')
(2, 'quartered')
(2, 'quantities')
(2, 'quaint,')
(2, 'pylon')
(2, 'pussy')
(2, 'pursing')
(2, 'punch,')
(2, 'pump,')
(2, 'pumkins')
(2, 'pullover')
(2, 'puerto')
(2, 'puddle,')
(2, 'pubic')
(2, 'pt')
(2, 'psychic')
(2, 'prowl,')
(2, 'prowess')
(2, 'prow')
(2, 'proves')
(2, 'prove')
(2, 'protractor')
(2, 'protests')
(2, 'protectors')
(2, 'prosthetic')
(2, 'properties')
(2, 'propaganda')
(2, 'projecting')
(2, 'progressive')
(2, 'progressing')
(2, 'professional,')
(2, 'produces')
(2, 'prodding')
(2, 'processor,')
(2, 'process,')
(2, 'problems')
(2, 'privately')
(2, 'pristinely')
(2, 'priority')
(2, 'printout')
(2, 'printers')
(2, 'print,')
(2, 'primed')
(2, 'prime')
(2, 'prima')
(2, "priest's")
(2, 'prickly')
(2, 'pricing')
(2, 'priced')
(2, 'previous')
(2, 'preventing')
(2, 'presley')
(2, 'presidio')
(2, 'presentations')
(2, 'preperation')
(2, 'prepared,')
(2, 'prepacked')
(2, 'prepackaged')
(2, 'preening')
(2, 'precision')
(2, 'precariously')
(2, 'precarious')
(2, 'preacher')
(2, 'prayer')
(2, 'prance')
(2, 'praising')
(2, 'prague')
(2, 'practice,')
(2, 'practically')
(2, 'pplaying')
(2, 'powers')
(2, 'poverty')
(2, 'pouting')
(2, 'potties')
(2, 'potter"')
(2, 'potluck')
(2, 'potatos')
(2, 'posts,')
(2, 'postman')
(2, 'poster,')
(2, 'post-it')
(2, 'position,')
(2, 'portugal')
(2, 'ports')
(2, 'portions,')
(2, "portillo's")
(2, 'porthole')
(2, 'portal')
(2, 'porta')
(2, 'porsche')
(2, 'porridge')
(2, 'porn')
(2, 'popped')
(2, 'poo')
(2, 'ponytails')
(2, 'pony,')
(2, 'pontoons')
(2, 'pone')
(2, 'pond,')
(2, 'poms')
(2, 'pompom')
(2, 'pom-poms')
(2, 'polymer')
(2, 'polocrosse')
(2, 'polo,')
(2, 'polls')
(2, 'pollen')
(2, 'polka-dots')
(2, 'politics')
(2, 'politically')
(2, 'polish,')
(2, 'poled')
(2, 'poker')
(2, 'pokemon')
(2, 'poising')
(2, 'poises')
(2, 'poised,')
(2, 'poetry')
(2, 'pocketbook')
(2, 'pn')
(2, 'plymstock')
(2, 'plymouth')
(2, 'ply')
(2, 'plunge')
(2, 'plumbing,')
(2, 'plumage')
(2, 'plum')
(2, 'plugs,')
(2, 'plots')
(2, 'pliers,')
(2, 'plexiglass')
(2, 'plaza,')
(2, 'plaza"')
(2, 'playset')
(2, 'playground,')
(2, 'playes')
(2, 'plateau')
(2, 'plasma')
(2, 'planter,')
(2, 'planets')
(2, 'plains,')
(2, 'place-mat')
(2, 'pkwy"')
(2, 'pizzaria')
(2, 'pizza-like')
(2, 'pizza!')
(2, 'piza')
(2, 'pittsburgh')
(2, 'pits')
(2, 'pitched,')
(2, 'pipes,')
(2, 'piper')
(2, 'pipe,')
(2, 'pints')
(2, 'pinnacle')
(2, 'pinky')
(2, 'pingpong')
(2, 'pin,')
(2, "pilot's")
(2, 'pills,')
(2, 'piling')
(2, 'piercings')
(2, 'picutre')
(2, 'picture?')
(2, 'pictorial')
(2, 'pics,')
(2, 'pickel')
(2, 'photot')
(2, 'photoshoot')
(2, 'photographs,')
(2, 'phoen')
(2, 'philly')
(2, "phillie's")
(2, 'pheasant')
(2, 'petrol')
(2, 'petersburg')
(2, 'pestle,')
(2, 'peruses')
(2, 'perspiring')
(2, 'perso')
(2, 'perosn')
(2, 'peron')
(2, 'permitting')
(2, 'permanently')
(2, 'permanent')
(2, 'perk')
(2, 'pergola')
(2, 'perfected')
(2, 'pepole')
(2, 'peole')
(2, 'pensively')
(2, 'penne')
(2, 'penguin,')
(2, 'penalty"')
(2, 'peice')
(2, 'pegboard')
(2, 'peeled,')
(2, 'pedistal')
(2, 'peddles')
(2, 'peddlers')
(2, 'pecans')
(2, 'pebbled')
(2, 'peavy')
(2, 'pearls,')
(2, 'pealing')
(2, 'pde')
(2, 'pda,')
(2, 'pc,')
(2, 'payers')
(2, "paul's")
(2, 'patty,')
(2, 'patties,')
(2, 'pattern,')
(2, 'patterend')
(2, 'patter')
(2, 'patients')
(2, 'pathways')
(2, 'pastoral')
(2, 'pastil')
(2, 'pasties')
(2, 'pasteur')
(2, 'pastels')
(2, 'passport,')
(2, 'passersby')
(2, 'passers')
(2, 'passerby')
(2, "passenger's")
(2, 'passe')
(2, 'partying')
(2, 'partway')
(2, 'partitioned')
(2, 'particularly')
(2, 'parted')
(2, 'parrot,')
(2, 'parquet')
(2, 'parkland')
(2, 'parkbench')
(2, "park's")
(2, 'paring')
(2, 'parfait')
(2, 'parched')
(2, 'parasurfing')
(2, 'parasurfer')
(2, 'parasol,')
(2, 'parasailor')
(2, 'paraglide')
(2, 'paradise')
(2, 'paraded')
(2, 'parachuters')
(2, 'para-skiing')
(2, 'paperweight')
(2, 'papayas')
(2, 'papa')
(2, 'panning')
(2, 'panels,')
(2, 'panelling')
(2, 'paned')
(2, 'pancaked')
(2, 'palyer')
(2, 'palettes')
(2, 'palette')
(2, 'paked')
(2, 'pairing')
(2, 'pained')
(2, 'pageant')
(2, 'page,')
(2, 'paddler')
(2, 'paddleboards')
(2, 'paddleboard')
(2, 'pack,')
(2, 'paced')
(2, 'pac-man')
(2, 'pac')
(2, 'oyster')
(2, 'owner,')
(2, 'ow')
(2, 'overshadowed')
(2, 'overseas')
(2, 'overpasses')
(2, 'overpass,')
(2, 'overfilled')
(2, 'overdone')
(2, 'overcoat,')
(2, "oven's")
(2, 'outstanding')
(2, 'outsid')
(2, 'outreached')
(2, 'outlook')
(2, 'outing')
(2, 'outbuilding')
(2, 'outback')
(2, 'ouside')
(2, 'ouch')
(2, 'ottomans,')
(2, 'otherin')
(2, 'oriole')
(2, 'originally')
(2, 'origin')
(2, 'oriented')
(2, 'organizes')
(2, 'organized,')
(2, 'organize')
(2, 'oregano')
(2, 'ore')
(2, 'oral')
(2, 'orad')
(2, 'oracle')
(2, "opponent's")
(2, 'oppenent')
(2, 'openfield')
(2, 'open-face')
(2, 'open-air')
(2, 'open-')
(2, 'open"')
(2, 'opaque')
(2, 'ooze')
(2, 'oone')
(2, 'onthe')
(2, 'onramp')
(2, 'ongoing')
(2, 'one-year')
(2, 'on"')
(2, 'ominous')
(2, 'omelets')
(2, 'omelet,')
(2, 'olympians')
(2, 'olden')
(2, 'old-time')
(2, 'old-style')
(2, 'okapi')
(2, 'ok"')
(2, 'oit')
(2, 'ohone')
(2, 'oher')
(2, 'offset')
(2, 'offroad')
(2, 'offloading')
(2, 'offloaded')
(2, 'officers,')
(2, "officer's")
(2, 'offerings')
(2, 'odd,')
(2, 'octopuses')
(2, 'octopi')
(2, 'oceanside')
(2, 'obvious')
(2, 'obstetrical')
(2, 'obsolete')
(2, 'observantly')
(2, 'obscuring')
(2, 'obeying')
(2, 'oberon')
(2, 'oats,')
(2, 'oatmeal,')
(2, 'oat')
(2, "o'connor")
(2, "o'")
(2, 'nypd')
(2, 'nylon')
(2, 'nutribullet')
(2, 'nutcracker')
(2, 'nunchucks')
(2, 'numbers,')
(2, 'nozzles')
(2, 'novels')
(2, 'noting')
(2, 'notifying')
(2, 'noticeable')
(2, 'notepads')
(2, 'northern')
(2, 'nonpareils')
(2, 'non-functional')
(2, 'non-fried')
(2, 'non-english')
(2, 'non-crowded')
(2, 'nipples')
(2, 'nipple')
(2, 'ninth')
(2, 'nightclub')
(2, 'night-time')
(2, 'nicnacs')
(2, 'ng')
(2, 'nfl')
(2, 'newton')
(2, 'newswoman')
(2, 'newsprint')
(2, 'newbury')
(2, 'neutrals')
(2, 'networked')
(2, 'netflix')
(2, 'nestling')
(2, 'nestles')
(2, 'nervous')
(2, 'nerdy')
(2, 'nelson')
(2, 'neighbourhood')
(2, 'negotiating')
(2, 'needless')
(2, 'needles,')
(2, 'necking')
(2, 'necessities,')
(2, 'nearest,')
(2, 'ne')
(2, 'nautical')
(2, 'naturally')
(2, 'nationals')
(2, 'nametag')
(2, 'name"')
(2, 'nam')
(2, 'nacks')
(2, 'na')
(2, 'muzzles')
(2, 'mustangs')
(2, 'mustachioed')
(2, 'mustached')
(2, 'music,')
(2, 'murdering')
(2, 'muni')
(2, 'mumbai')
(2, 'multitasking')
(2, 'multilingual')
(2, 'multicolored,')
(2, 'multi-tool')
(2, 'multi-tier')
(2, 'multi-purpose')
(2, 'multi-paned')
(2, 'multi-layered')
(2, 'multi-faced')
(2, 'mulling')
(2, 'mull')
(2, 'muli-colored')
(2, 'muggy')
(2, 'muffing')
(2, 'muffaletta')
(2, 'muddied')
(2, 'ms')
(2, 'mowers')
(2, 'move,')
(2, 'mouthing')
(2, 'moulded')
(2, 'mottled')
(2, 'motorocycles')
(2, 'motorcyce')
(2, 'motocycle')
(2, 'motircycle')
(2, 'motions')
(2, 'motifs')
(2, 'motercycle')
(2, 'mostly-empty')
(2, 'mosque')
(2, 'moseying')
(2, 'moorings')
(2, 'mooing')
(2, 'monumental')
(2, 'montior')
(2, 'months')
(2, 'montezuma')
(2, 'monroe')
(2, "monkey's")
(2, 'moniker')
(2, 'monastery')
(2, 'monarch')
(2, 'moldings')
(2, 'moist')
(2, 'mogul')
(2, 'module')
(2, 'modestly')
(2, 'modes')
(2, 'modernly')
(2, 'modernistic')
(2, 'modern-looking')
(2, 'moderator')
(2, 'mocking')
(2, 'mocha')
(2, 'mobiles')
(2, 'mob')
(2, 'moat')
(2, 'mixer,')
(2, 'mitton')
(2, 'missles')
(2, 'mission')
(2, 'missiles')
(2, 'miserable')
(2, 'mischievously')
(2, 'misc')
(2, 'mirrow')
(2, 'mirrir')
(2, 'mirrior')
(2, 'minty')
(2, 'mink')
(2, 'minimally')
(2, 'mine')
(2, 'minding')
(2, 'mind')
(2, 'minature')
(2, 'miming')
(2, 'milly')
(2, 'million')
(2, 'milkshakes')
(2, 'migrate')
(2, 'midwestern')
(2, 'midway')
(2, 'midtown')
(2, 'midsection')
(2, 'midi')
(2, 'midair,')
(2, 'mid-sized')
(2, 'mid-century')
(2, 'mid-air,')
(2, 'microwaveable')
(2, 'microphone,')
(2, 'mice,')
(2, 'meters,')
(2, 'messaging')
(2, 'mesmorized')
(2, 'merry-go-round')
(2, 'mermaid')
(2, 'meringue')
(2, 'merida')
(2, 'merged')
(2, 'merchants')
(2, 'mental')
(2, 'menacing')
(2, 'mementos,')
(2, 'melt')
(2, 'mellow')
(2, 'megaphone')
(2, 'meeter')
(2, 'meerkat')
(2, 'meditates')
(2, 'medicine,')
(2, 'medic')
(2, 'medial')
(2, "mechanic's")
(2, 'meatloaf,')
(2, 'measurement')
(2, 'measure,')
(2, 'meant,')
(2, 'mccaw')
(2, 'mazda')
(2, 'mayors')
(2, 'mayor')
(2, 'mayo,')
(2, 'maybelline')
(2, 'material,')
(2, 'matching,')
(2, 'match,')
(2, 'mastered')
(2, 'massively')
(2, 'massage')
(2, 'masonry')
(2, 'masking')
(2, 'masair')
(2, 'martin')
(2, 'martial')
(2, 'marlins')
(2, 'marlboro')
(2, 'market"')
(2, 'marker,')
(2, 'marionette')
(2, 'marines')
(2, "mariner's")
(2, 'marinated')
(2, 'marilyn')
(2, 'marco')
(2, 'marc')
(2, 'marbles')
(2, 'mao')
(2, 'manufacturers')
(2, "manufacturer's")
(2, 'manuevers')
(2, 'manuevering')
(2, 'manuals')
(2, 'mantlepiece')
(2, 'mantle,')
(2, 'mann')
(2, 'manin')
(2, 'manhole')
(2, 'mangos')
(2, 'mangled')
(2, 'maneuvered')
(2, 'manequins')
(2, 'mandolin')
(2, 'management')
(2, 'managed')
(2, 'mammals')
(2, "mamma's")
(2, 'malaysian')
(2, 'maket')
(2, 'makers')
(2, 'maine')
(2, 'mailing')
(2, 'maids')
(2, 'mahouts')
(2, 'magpie')
(2, 'magenta')
(2, 'madrid')
(2, 'madly')
(2, 'machete')
(2, 'macbook,')
(2, 'macaw')
(2, 'mab')
(2, 'lyin')
(2, 'lychee')
(2, 'lushly')
(2, 'lumbers')
(2, 'lugging')
(2, 'luggae')
(2, 'ltd')
(2, 'lowing')
(2, 'low-lying')
(2, 'lover')
(2, 'louvered')
(2, 'loud')
(2, 'lotion,')
(2, "lot's")
(2, 'lorikeet')
(2, 'lord')
(2, 'lopsided')
(2, 'loosing')
(2, 'loops')
(2, 'lookng')
(2, 'longsleeve')
(2, 'longing')
(2, 'longhaired')
(2, 'long-legged')
(2, 'long-hair')
(2, 'long-exposure')
(2, 'long-boarding')
(2, 'lonely,')
(2, 'london"')
(2, 'lollipop,')
(2, 'lolling')
(2, 'loking')
(2, 'loiter')
(2, 'logo-emblazoned')
(2, 'log,')
(2, 'lodges')
(2, 'lock,')
(2, 'loafer')
(2, 'lloyd')
(2, 'llittle')
(2, 'lizards')
(2, 'livestock,')
(2, 'liverpool')
(2, 'litlte')
(2, 'literally')
(2, 'litany')
(2, 'listen"')
(2, 'liquor,')
(2, 'linux')
(2, 'lingus')
(2, 'lineup')
(2, 'lines,')
(2, 'liners')
(2, 'lined,')
(2, 'linear')
(2, 'limbo')
(2, 'lima')
(2, 'lillies')
(2, 'liking')
(2, 'lightyear')
(2, 'lightpost')
(2, 'lighter,')
(2, 'light-filled')
(2, 'light-colored')
(2, 'lifevest')
(2, 'lifeless')
(2, 'lifejackets')
(2, 'life-like')
(2, 'life"')
(2, 'lien')
(2, 'liddle')
(2, 'levitates')
(2, 'levi')
(2, 'letters,')
(2, 'lettered')
(2, 'lessey')
(2, 'lesbians')
(2, 'leroy')
(2, 'leotards')
(2, 'leotard')
(2, 'lense')
(2, 'lengths')
(2, 'leisure')
(2, 'leis')
(2, 'legend')
(2, 'left-handed')
(2, 'left-hand')
(2, 'leaved')
(2, 'leather-clad')
(2, 'leagues')
(2, 'leafy,')
(2, 'leaf,')
(2, 'leaders')
(2, 'leaded')
(2, 'layne')
(2, 'lawnmower')
(2, 'lassoing')
(2, 'lassie')
(2, 'lasagna,')
(2, 'larch')
(2, 'laptp')
(2, 'lapels')
(2, 'lanky')
(2, 'languishing')
(2, 'landmarks')
(2, 'landings')
(2, 'landing,')
(2, 'lancashire')
(2, 'lanai')
(2, 'lan')
(2, "lamb's")
(2, 'lakes')
(2, 'lakers')
(2, 'lakefront')
(2, 'lage')
(2, 'lafayette')
(2, 'ladles')
(2, 'lading')
(2, 'lade')
(2, 'lacquer')
(2, 'labtop')
(2, 'labeling')
(2, "krustyo's")
(2, 'krispies')
(2, 'krispee')
(2, 'kripsy')
(2, 'korea')
(2, 'knots')
(2, 'knock')
(2, 'knifes,')
(2, 'knickers')
(2, 'knees,')
(2, 'kneeing')
(2, 'knee-deep')
(2, 'kneads')
(2, 'knapsack')
(2, 'kitting')
(2, 'kitties')
(2, 'kitteh')
(2, "kite's")
(2, 'kitchens')
(2, 'kitch')
(2, 'kg')
(2, 'keybard')
(2, 'key,')
(2, 'kerouac')
(2, 'kernels')
(2, 'kernel')
(2, 'kennels')
(2, 'keish')
(2, 'kebab')
(2, 'kearny')
(2, 'kawaguchiko')
(2, 'karate')
(2, 'kanji')
(2, 'kangaroo,')
(2, 'juveniles')
(2, 'junked')
(2, 'junior')
(2, 'jumping,')
(2, 'juggler')
(2, 'juggle')
(2, 'joysticks')
(2, 'jovial')
(2, 'journal,')
(2, 'jonas')
(2, 'johnny')
(2, 'jogs')
(2, 'jog')
(2, 'jockies')
(2, "jockey's")
(2, 'jock')
(2, 'jewel')
(2, 'jetways')
(2, 'jetted')
(2, 'jetfighter')
(2, 'jeter')
(2, 'jersies')
(2, 'jersey,')
(2, 'jellyfish')
(2, 'jellied')
(2, 'jazz')
(2, 'jaw')
(2, 'jarred')
(2, 'jar,')
(2, 'jagged')
(2, 'ittle')
(2, 'itting')
(2, 'itching')
(2, 'issuing')
(2, 'issued')
(2, 'israel')
(2, 'isnide')
(2, 'islamic')
(2, 'irritated')
(2, 'irregular')
(2, 'ironically')
(2, 'iron,')
(2, 'iris')
(2, 'iridescent')
(2, 'ipods')
(2, 'inventory')
(2, 'invading')
(2, 'intoxicated')
(2, 'intimate')
(2, 'interviews')
(2, 'interview')
(2, 'intersect')
(2, 'interrupted')
(2, 'interiors')
(2, 'interchange')
(2, 'insulation')
(2, 'instruments,')
(2, 'installs')
(2, 'instagram')
(2, 'inspection')
(2, 'inserting')
(2, 'insects')
(2, 'ins')
(2, 'inquisitive')
(2, 'inmate')
(2, 'injury')
(2, 'inhabited')
(2, 'ingredients,')
(2, 'ingrediants')
(2, 'infrared')
(2, 'informative')
(2, 'infielder')
(2, 'indicting')
(2, 'indicators')
(2, 'increasing')
(2, 'incorporating')
(2, 'inconvenient')
(2, 'includes,')
(2, 'inclosed')
(2, 'incision')
(2, 'incident')
(2, 'inching')
(2, 'inch')
(2, 'inappropriate')
(2, 'in"')
(2, 'improvised')
(2, 'imprinted')
(2, 'impression')
(2, 'impersonators')
(2, 'imperfections')
(2, 'immaculately')
(2, 'imitation')
(2, 'imagine')
(2, 'imaginary')
(2, 'images:')
(2, 'imagery')
(2, 'illustrations')
(2, 'illumination')
(2, 'illegally')
(2, 'ignore')
(2, 'identifying')
(2, 'identify')
(2, 'iconic')
(2, 'icings')
(2, 'iceland')
(2, 'icecream,')
(2, 'iar')
(2, 'hyena')
(2, 'hydro')
(2, 'hydraulic')
(2, 'hydration')
(2, 'hydrangea')
(2, 'hyatt')
(2, 'hyacinths')
(2, 'hurtle')
(2, 'hurst')
(2, 'hurricane')
(2, 'hurdling')
(2, 'hurd')
(2, 'hunt')
(2, 'hunkered')
(2, 'humps')
(2, 'humped')
(2, 'humor')
(2, 'hummer')
(2, 'huger')
(2, 'huddles')
(2, 'hub')
(2, 'hr')
(2, 'houseplants')
(2, 'houseboats')
(2, 'hourses')
(2, 'hots')
(2, 'hot,')
(2, 'hosue')
(2, 'hostess')
(2, 'hospitalized')
(2, 'hose,')
(2, 'hos')
(2, 'hortons')
(2, 'horseman')
(2, 'horsedrawn')
(2, 'horseback,')
(2, 'horned,')
(2, 'hopes')
(2, 'hooping')
(2, 'hook,')
(2, 'honoring')
(2, 'honeycomb')
(2, 'honesty')
(2, 'hone')
(2, 'homosexuality')
(2, 'homeowners')
(2, 'homegrown')
(2, 'home-made')
(2, "home's")
(2, 'holster')
(2, 'holly')
(2, 'hollowed')
(2, 'hollandaise')
(2, 'holdign')
(2, 'hogwarts')
(2, 'hoes')
(2, 'hods')
(2, 'hoding')
(2, 'hobo')
(2, 'hoarse')
(2, 'hoarding')
(2, 'hitchhiking')
(2, 'hit,')
(2, 'historically')
(2, 'hippie')
(2, 'hinged')
(2, 'hindquarters')
(2, 'himself,')
(2, 'him/her')
(2, "hill's")
(2, 'hilfiger')
(2, 'hilarious')
(2, 'hiil')
(2, 'hightop')
(2, 'highlands')
(2, 'highbury')
(2, 'high-tech')
(2, 'high-powered')
(2, 'high-chair')
(2, 'hid')
(2, 'hesitant')
(2, 'hertz')
(2, 'hershey')
(2, 'herring')
(2, 'hero"')
(2, 'here,')
(2, 'here"')
(2, 'helm')
(2, 'heffer')
(2, 'hedgehog')
(2, 'heavyset')
(2, 'heavenly')
(2, 'heats')
(2, 'hears')
(2, 'healthy,')
(2, 'headstone')
(2, 'headstand')
(2, 'headshot')
(2, 'heads,')
(2, 'headrest')
(2, 'headquarters')
(2, 'headbands,')
(2, 'hawking')
(2, 'hatted')
(2, 'hates')
(2, 'hatched')
(2, 'hastily')
(2, 'harvest')
(2, 'harmony')
(2, 'harmoniously')
(2, 'harmonica')
(2, 'hardhats')
(2, 'hardcover')
(2, 'hardback')
(2, 'harbored')
(2, 'har-tru')
(2, 'haphazardly')
(2, 'hangars')
(2, 'hang-glider')
(2, 'handyman')
(2, 'handshake')
(2, 'handkerchief')
(2, 'handcrafted')
(2, 'hand-made')
(2, 'hammering')
(2, 'halve')
(2, 'hall,')
(2, 'hall"')
(2, 'halfheartedly')
(2, 'half-filled')
(2, 'half-')
(2, 'hairstylist')
(2, 'hairnets')
(2, 'haight')
(2, 'hacks')
(2, 'habitation')
(2, 'habit')
(2, 'guzzled')
(2, 'guy,')
(2, 'guts')
(2, 'gushes')
(2, 'guns,')
(2, 'gumdrop')
(2, 'guitarist')
(2, 'growls')
(2, 'groupof')
(2, 'grouplab')
(2, 'groupe')
(2, 'grossing')
(2, 'gros')
(2, 'groomsmen')
(2, 'groom,')
(2, 'grit')
(2, 'gridlocked')
(2, 'gridlock')
(2, 'grew')
(2, 'greetings')
(2, 'green-blue')
(2, 'green,red,')
(2, 'greater')
(2, 'grean')
(2, 'grazzing')
(2, 'grater,')
(2, 'grass-covered')
(2, 'graph')
(2, 'grapefruits,')
(2, 'grape,')
(2, 'granville')
(2, 'grandpa')
(2, 'graffiti-ed')
(2, 'grafatti')
(2, 'grady')
(2, 'gracing')
(2, 'goti')
(2, 'goslings')
(2, 'gorup')
(2, 'googley')
(2, 'gondolas')
(2, 'gon')
(2, 'golfing')
(2, 'golden,')
(2, 'goers,')
(2, 'goer')
(2, 'godzilla')
(2, 'goblets,')
(2, 'goblet,')
(2, 'goalkeeper')
(2, 'go"')
(2, 'gnaws')
(2, 'gnarled')
(2, 'globs')
(2, 'globes')
(2, 'global')
(2, 'glittered')
(2, 'glance')
(2, 'girly')
(2, 'girdle')
(2, 'girders')
(2, 'giraffs')
(2, "giraffes'")
(2, 'girafes')
(2, 'girafees')
(2, 'girafe')
(2, 'gir')
(2, "gino's")
(2, 'ginger,')
(2, 'gin')
